"시군구별","구분별","항목","단위","2018. 01 월","2018. 02 월","2018. 03 월","2018. 04 월","2018. 05 월","2018. 06 월","2018. 07 월","2018. 08 월","2018. 09 월","2018. 10 월","2018. 11 월","2018. 12 월","2019. 01 월","2019. 02 월","2019. 03 월","2019. 04 월","2019. 05 월","2019. 06 월","2019. 07 월","2019. 08 월","2019. 09 월","2019. 10 월","2019. 11 월","2019. 12 월","2020. 01 월","2020. 02 월","2020. 03 월","2020. 04 월","2020. 05 월","2020. 06 월","2020. 07 월","2020. 08 월","2020. 09 월","2020. 10 월","2020. 11 월","2020. 12 월",
"과천시","세대수","시군별 세대 및 인구","세대","20860","53409","53504","20739","20727","20688","20675","20887","21011","21093","21142","21205","21266","21291","21286","21315","21308","21299","21335","21335","21387","21372","21398","21467","21457","21442","21434","21957","22385","22631","22766","22830","22864","22915","","23373",
"과천시","계","시군별 세대 및 인구","","57401","115177","115267","57154","57086","56968","56899","57393","57663","57871","58011","58142","58195","58280","58267","58218","58112","58050","58044","58036","58043","57997","58107","58289","58334","58253","58280","59687","60790","61309","61717","61902","61982","62011","62026","63231",
"과천시","남","시군별 세대 및 인구","","28054","57974","58007","27901","27866","27806","27786","28040","28176","28271","28343","28423","28470","28519","28524","28516","28481","28458","28469","28457","28494","28482","28541","28638","28650","28616","28633","29341","29872","30125","30296","30374","30431","30459","30466","31068",
"과천시","여","시군별 세대 및 인구","","29347","57203","57260","29253","29220","29162","29113","29353","29487","29600","29668","29719","29725","29761","29743","29702","29631","29592","29575","29579","29549","29515","29566","29651","29684","29637","29647","30346","30918","31184","31421","31528","31551","31552","31560","32163",
"과천시","계","시군별 세대 및 인구","","203","1569","1551","214","210","204","203","200","206","209","192","183","180","180","184","184","198","193","188","187","183","182","174","173","162","164","167","180","182","182","181","178","180","182","174","166",
"과천시","남","시군별 세대 및 인구","","","","696","","","103","","","104","","","93","","","90","","","97","","","91","","","82","","","83","","","89","","","91","","","88",
"과천시","여","시군별 세대 및 인구","","","","855","","","101","","","102","","","90","","","94","","","96","","","92","","","91","","","84","","","93","","","89","","","78",
"고양시","합계","시군별 세대 및 인구","명","1053875","1053726","1053803","1054152","1054531","1055792","1056104","1055852","1055531","1055760","1056608","1056853","1056674","1056081","1056805","1058154","1059190","1060165","1063706","1068382","1071890","1074521","1076813","1078859","1081166","1083533","1085318","1087200","1088404","1089152","1089370","1088316","1087682","1088288","1089662","1090738",
"고양시","남","시군별 세대 및 인구","","","","517523","","","518440","","","518243","","","519004","","","518748","","","520385","","","525952","","","529220","","","532095","","","533851","","","532921","","","534264",
"고양시","여","시군별 세대 및 인구","","","","536280","","","537352","","","537288","","","537849","","","538057","","","539780","","","545938","","","549639","","","553223","","","555301","","","554761","","","556474",
"고양시","세대수","시군별 세대 및 인구","세대","409202","409713","410427","411178","411792","412850","413484","414515","415051","415905","416954","417607","418085","418575","419505","420749","421975","422864","424902","424902","429931","431475","432730","434028","435238","436688","437946","438900","440420","441878","443049","443670","444420","445663","","448574",
"고양시","계","시군별 세대 및 인구","","1041597","1041430","1041450","1041751","1042127","1043365","1043633","1043406","1043035","1043129","1043958","1044189","1043997","1043426","1044179","1045533","1046552","1047575","1051177","1055873","1059340","1061929","1064218","1066351","1068641","1071002","1072909","1074853","1076179","1076996","1077347","1076406","1075841","1076564","1078047","1079216",
"고양시","남","시군별 세대 및 인구","","511344","511236","511114","511210","511405","511971","512022","511866","511693","511752","512224","512359","512223","511917","512152","512768","513309","513781","515498","517685","519410","520659","521818","522749","523803","524883","525756","526681","527304","527663","527701","527215","526928","527169","527834","528480",
"고양시","여","시군별 세대 및 인구","","530253","530194","530336","530541","530722","531394","531611","531540","531342","531377","531734","531830","531774","531509","532027","532765","533243","533794","535679","538188","539930","541270","542400","543602","544838","546119","547153","548172","548875","549333","549646","549191","548913","549395","550213","550736",
"고양시","계","시군별 세대 및 인구","","12278","12296","12353","12401","12404","12427","12471","12446","12496","12631","12650","12664","12677","12655","12626","12621","12638","12590","12529","12509","12550","12592","12595","12508","12525","12531","12409","12347","12225","12156","12023","11910","11841","11724","11615","11522",
"고양시","남","시군별 세대 및 인구","","","","6409","","","6469","","","6550","","","6645","","","6596","","","6604","","","6542","","","6471","","","6339","","","6188","","","5993","","","5784",
"고양시","여","시군별 세대 및 인구","","","","5944","","","5958","","","5946","","","6019","","","6030","","","5986","","","6008","","","6037","","","6070","","","5968","","","5848","","","5738",
"남양주시","합계","시군별 세대 및 인구","명","673858","676329","678221","680026","681591","683007","684732","687322","688314","688542","688700","688965","689715","691539","692986","694768","696276","698414","701170","704618","706763","708116","708613","709307","710086","711693","712741","713492","713829","714857","716587","717192","717717","719052","720082","720462",
"남양주시","남","시군별 세대 및 인구","","","","339368","","","341759","","","344299","","","344492","","","346419","","","349026","","","353083","","","354283","","","356000","","","356948","","","358142","","","359442",
"남양주시","여","시군별 세대 및 인구","","","","338853","","","341248","","","344015","","","344473","","","346567","","","349388","","","353680","","","355024","","","356741","","","357909","","","359575","","","361020",
"남양주시","세대수","시군별 세대 및 인구","세대","256333","257359","258195","259020","259793","260372","261074","262207","262921","263504","263984","264488","265116","266237","267061","268285","269211","270211","271647","271647","274459","275474","275986","276656","277259","278183","278736","279137","279577","280236","281325","281998","282645","283718","","285334",
"남양주시","계","시군별 세대 및 인구","","667022","669553","671478","673241","674771","676078","677736","680245","681212","681385","681535","681828","682540","684411","685916","687575","689019","691107","693793","697225","699326","700598","701091","701830","702545","704172","705264","706069","706444","707485","709247","709881","710433","711815","712900","713321",
"남양주시","남","시군별 세대 및 인구","","333004","334256","335166","335970","336723","337412","338248","339427","339838","339862","339883","340030","340422","341356","342020","342750","343389","344481","345828","347547","348496","349141","349286","349664","350058","350840","351413","351837","351990","352439","353217","353465","353701","354477","355027","355197",
"남양주시","여","시군별 세대 및 인구","","334018","335297","336312","337271","338048","338666","339488","340818","341374","341523","341652","341798","342118","343055","343896","344825","345630","346626","347965","349678","350830","351457","351805","352166","352487","353332","353851","354232","354454","355046","356030","356416","356732","357338","357873","358124",
"남양주시","계","시군별 세대 및 인구","","6836","6776","6743","6785","6820","6929","6996","7077","7102","7157","7165","7137","7175","7128","7070","7193","7257","7307","7377","7393","7437","7518","7522","7477","7541","7521","7477","7423","7385","7372","7340","7311","7284","7237","7182","7141",
"남양주시","남","시군별 세대 및 인구","","","","4202","","","4347","","","4461","","","4462","","","4399","","","4545","","","4587","","","4619","","","4587","","","4509","","","4441","","","4245",
"남양주시","여","시군별 세대 및 인구","","","","2541","","","2582","","","2641","","","2675","","","2671","","","2762","","","2850","","","2858","","","2890","","","2863","","","2843","","","2896",
"파주시","합계","시군별 세대 및 인구","명","450013","450922","451740","452284","453391","454195","455247","457773","459669","461286","462224","463122","463822","464220","464437","464606","464859","465175","465334","465280","465171","465544","465632","465612","465609","465548","466117","466786","466894","467421","468010","470304","472381","474067","475214","476272",
"파주시","남","시군별 세대 및 인구","","","","231490","","","232817","","","235602","","","237376","","","238019","","","238472","","","238480","","","238868","","","239228","","","239721","","","241885","","","243636",
"파주시","여","시군별 세대 및 인구","","","","220250","","","221378","","","224067","","","225746","","","226418","","","226703","","","226691","","","226744","","","226889","","","227700","","","230496","","","232636",
"파주시","세대수","시군별 세대 및 인구","세대","181111","181829","182379","182723","183207","183614","184247","185486","186483","187439","187953","188407","188884","189382","189702","189952","190191","190474","190682","189224","191092","191502","191594","191668","191780","191890","192385","192716","193249","193902","194725","196157","197536","198536","","200270",
"파주시","계","시군별 세대 및 인구","","439281","440321","441100","441617","442585","443244","444181","446669","448546","450107","451018","451848","452564","453057","453267","453366","453600","453883","453942","453898","453825","454055","454107","454040","453961","453827","454494","455262","455471","456073","456788","459158","461314","463155","464453","465617",
"파주시","남","시군별 세대 및 인구","","223072","223554","223918","224181","224685","224975","225487","226711","227613","228383","228850","229250","229604","229915","229975","230009","230127","230304","230341","230315","230236","230435","230527","230461","230458","230409","230790","231142","231256","231522","231825","232919","233949","234915","235537","236049",
"파주시","여","시군별 세대 및 인구","","216209","216767","217182","217436","217900","218269","218694","219958","220933","221724","222168","222598","222960","223142","223292","223357","223473","223579","223601","223583","223589","223620","223580","223579","223503","223418","223704","224120","224215","224551","224963","226239","227365","228240","228916","229568",
"파주시","계","시군별 세대 및 인구","","10732","10601","10640","10667","10806","10951","11066","11104","11123","11179","11206","11274","11258","11163","11170","11240","11259","11292","11392","11382","11346","11489","11525","11572","11648","11721","11623","11524","11423","11348","11222","11146","11067","10912","10761","10655",
"파주시","남","시군별 세대 및 인구","","","","7572","","","7842","","","7989","","","8126","","","8044","","","8168","","","8244","","","8407","","","8438","","","8199","","","7936","","","7587",
"파주시","여","시군별 세대 및 인구","","","","3068","","","3109","","","3134","","","3148","","","3126","","","3124","","","3102","","","3165","","","3185","","","3149","","","3131","","","3068",
"의정부시","합계","시군별 세대 및 인구","명","446427","446959","447097","447330","447407","447308","447496","448248","449006","449610","450176","451542","452905","453700","454340","454913","455265","455580","455966","456688","456728","456754","456732","456776","456860","458083","458869","459364","459994","460649","460685","461515","463076","464212","465152","466455",
"의정부시","남","시군별 세대 및 인구","","","","220412","","","220539","","","221269","","","222479","","","223688","","","224267","","","224859","","","224842","","","225950","","","226818","","","227971","","","229554",
"의정부시","여","시군별 세대 및 인구","","","","226685","","","226769","","","227737","","","229063","","","230652","","","231313","","","231869","","","231934","","","232919","","","233831","","","235105","","","236901",
"의정부시","세대수","시군별 세대 및 인구","세대","180004","180460","180756","181130","181431","181558","181856","182411","183087","183786","184304","185319","186246","186879","187430","187998","188557","188869","189224","190682","189958","190299","190466","190760","191062","191903","192725","193333","194134","195030","195887","197062","198362","199398","","201630",
"의정부시","계","시군별 세대 및 인구","","442207","442712","442807","442965","442924","442718","442796","443466","444362","445011","445632","447026","448363","449121","449803","450332","450695","450961","451208","451843","451846","451841","451833","451868","451876","452865","453679","454222","454859","455520","455671","456660","458273","459418","460390","461710",
"의정부시","남","시군별 세대 및 인구","","218155","218371","218383","218426","218416","218296","218296","218610","219028","219374","219695","220360","221006","221316","221565","221796","221978","222135","222289","222583","222617","222605","222627","222590","222611","223110","223534","223765","224100","224416","224479","224985","225715","226232","226656","227342",
"의정부시","여","시군별 세대 및 인구","","224052","224341","224424","224539","224508","224422","224500","224856","225334","225637","225937","226666","227357","227805","228238","228536","228717","228826","228919","229260","229229","229236","229206","229278","229265","229755","230145","230457","230759","231104","231192","231675","232558","233186","233734","234368",
"의정부시","계","시군별 세대 및 인구","","4220","4247","4290","4365","4483","4590","4700","4782","4644","4599","4544","4516","4542","4579","4537","4581","4570","4619","4758","4845","4882","4913","4899","4908","4984","5218","5190","5142","5135","5129","5014","4855","4803","4794","4762","4745",
"의정부시","남","시군별 세대 및 인구","","","","2029","","","2243","","","2241","","","2119","","","2123","","","2132","","","2242","","","2252","","","2416","","","2402","","","2256","","","2212",
"의정부시","여","시군별 세대 및 인구","","","","2261","","","2347","","","2403","","","2397","","","2414","","","2487","","","2640","","","2656","","","2774","","","2727","","","2547","","","2533",
"양주시","합계","시군별 세대 및 인구","명","219353","219328","219477","219383","219386","220511","221133","221698","222101","222682","223605","224250","224939","225262","225983","226975","227659","228017","228347","228632","228896","229378","229703","229778","229803","229982","231165","231981","232468","233417","235345","236373","236596","237112","237347","237370",
"양주시","남","시군별 세대 및 인구","","","","113121","","","113581","","","114449","","","115483","","","116254","","","117317","","","117810","","","118375","","","119121","","","120272","","","121738","","","122096",
"양주시","여","시군별 세대 및 인구","","","","106356","","","106930","","","107652","","","108767","","","109729","","","110700","","","111086","","","111403","","","112044","","","113145","","","114858","","","115274",
"양주시","세대수","시군별 세대 및 인구","세대","85340","85557","85792","85917","86043","86506","86815","87216","87540","87948","88630","89088","89535","89836","90222","90723","91173","91484","91722","91722","92237","92589","92959","93026","93156","93333","93895","94279","94689","95348","96334","96907","97235","97666","","97998",
"양주시","계","시군별 세대 및 인구","","212157","212170","212361","212276","212385","213388","213965","214436","214886","215362","216304","216951","217679","218057","218864","219789","220552","220853","221065","221263","221579","221950","222257","222314","222275","222435","223704","224524","225069","226015","227972","229052","229427","230005","230273","230359",
"양주시","남","시군별 세대 및 인구","","107628","107675","107750","107686","107730","108211","108484","108722","108989","109244","109694","109978","110329","110513","110935","111443","111816","111962","112090","112167","112323","112495","112746","112775","112770","112854","113515","113980","114236","114757","115695","116194","116428","116719","116847","116916",
"양주시","여","시군별 세대 및 인구","","104529","104495","104611","104590","104655","105177","105481","105714","105897","106118","106610","106973","107350","107544","107929","108346","108736","108891","108975","109096","109256","109455","109511","109539","109505","109581","110189","110544","110833","111258","112277","112858","112999","113286","113426","113443",
"양주시","계","시군별 세대 및 인구","","7196","7158","7116","7107","7001","7123","7168","7262","7215","7320","7301","7299","7260","7205","7119","7186","7107","7164","7282","7369","7317","7428","7446","7464","7528","7547","7461","7457","7399","7402","7373","7321","7169","7107","7074","7011",
"양주시","남","시군별 세대 및 인구","","","","5371","","","5370","","","5460","","","5505","","","5319","","","5355","","","5487","","","5600","","","5606","","","5515","","","5310","","","5180",
"양주시","여","시군별 세대 및 인구","","","","1745","","","1753","","","1755","","","1794","","","1800","","","1809","","","1830","","","1864","","","1855","","","1887","","","1859","","","1831",
"구리시","합계","시군별 세대 및 인구","명","201771","201653","201386","201473","202239","203091","203250","202986","203537","204616","205023","204977","204614","204112","203695","203388","203101","202769","202394","201656","201042","200720","200739","200755","200510","200430","200611","200529","200350","199925","199662","199339","199422","199213","199014","198856",
"구리시","남","시군별 세대 및 인구","","","","99859","","","100728","","","101028","","","101722","","","101082","","","100652","","","99825","","","99718","","","99625","","","99221","","","98968","","","98631",
"구리시","여","시군별 세대 및 인구","","","","101527","","","102363","","","102509","","","103255","","","102613","","","102117","","","101217","","","101037","","","100986","","","100704","","","100454","","","100225",
"구리시","세대수","시군별 세대 및 인구","세대","77527","77570","77564","77715","78032","78437","78594","78627","78925","79447","79670","79735","79722","79716","79638","79698","79783","79795","79811","79811","79547","79515","79667","79870","79988","80252","80442","80585","80740","80745","80840","80972","81249","81383","","81520",
"구리시","계","시군별 세대 및 인구","","200359","200250","199977","200070","200832","201663","201823","201575","202121","203218","203611","203553","203181","202687","202279","201952","201679","201357","200952","200205","199595","199239","199259","199265","199015","198921","199099","199018","198883","198461","198212","197889","197974","197781","197608","197454",
"구리시","남","시군별 세대 및 인구","","99468","99402","99228","99260","99645","100077","100158","100100","100385","100924","101144","101084","100867","100625","100439","100291","100174","99980","99821","99430","99123","98926","98985","98968","98858","98807","98873","98816","98734","98503","98386","98262","98260","98145","98033","97939",
"구리시","여","시군별 세대 및 인구","","100891","100848","100749","100810","101187","101586","101665","101475","101736","102294","102467","102469","102314","102062","101840","101661","101505","101377","101131","100775","100472","100313","100274","100297","100157","100114","100226","100202","100149","99958","99826","99627","99714","99636","99575","99515",
"구리시","계","시군별 세대 및 인구","","1412","1403","1409","1403","1407","1428","1427","1411","1416","1398","1412","1424","1433","1425","1416","1436","1422","1412","1442","1451","1447","1481","1480","1490","1495","1509","1512","1511","1467","1464","1450","1450","1448","1432","1406","1402",
"구리시","남","시군별 세대 및 인구","","","","631","","","651","","","643","","","638","","","643","","","672","","","702","","","750","","","752","","","718","","","708","","","692",
"구리시","여","시군별 세대 및 인구","","","","778","","","777","","","773","","","786","","","773","","","740","","","745","","","740","","","760","","","746","","","740","","","710",
"포천시","합계","시군별 세대 및 인구","명","165232","164922","164679","164499","164599","164767","164708","164563","164487","164235","163863","163474","163024","162682","162435","162359","162191","162190","162120","162020","161814","161906","161743","161643","161740","161519","161360","161460","161248","161111","160717","160642","160453","160072","159757","159389",
"포천시","남","시군별 세대 및 인구","","","","89706","","","89861","","","89765","","","89286","","","88780","","","88680","","","88482","","","88506","","","88550","","","88445","","","88050","","","87327",
"포천시","여","시군별 세대 및 인구","","","","74973","","","74906","","","74722","","","74188","","","73655","","","73510","","","73332","","","73137","","","72810","","","72666","","","72403","","","72062",
"포천시","세대수","시군별 세대 및 인구","세대","68845","68914","68964","69028","69167","69260","69257","69297","69384","69442","69443","69429","69395","69484","69574","69641","69783","69855","69839","69839","69859","69970","69985","69976","69995","69988","70203","70356","70532","70702","70793","70950","71061","71168","","71315",
"포천시","계","시군별 세대 및 인구","","152735","152581","152427","152310","152298","152226","151983","151890","151767","151495","151105","150676","150192","149981","149838","149603","149390","149368","149121","149042","148800","148751","148583","148379","148137","147770","147853","148144","148081","148015","147809","147854","147803","147578","147477","147274",
"포천시","남","시군별 세대 및 인구","","80295","80233","80175","80120","80128","80090","79964","79925","79874","79712","79517","79310","79079","78981","78961","78843","78731","78691","78556","78501","78418","78446","78342","78231","78129","77972","78050","78234","78242","78233","78166","78194","78196","78066","78012","77905",
"포천시","여","시군별 세대 및 인구","","72440","72348","72252","72190","72170","72136","72019","71965","71893","71783","71588","71366","71113","71000","70877","70760","70659","70677","70565","70541","70382","70305","70241","70148","70008","69798","69803","69910","69839","69782","69643","69660","69607","69512","69465","69369",
"포천시","계","시군별 세대 및 인구","","12497","12341","12252","12189","12301","12541","12725","12673","12720","12740","12758","12798","12832","12701","12597","12756","12801","12822","12999","12978","13014","13155","13160","13264","13603","13749","13507","13316","13167","13096","12908","12788","12650","12494","12280","12115",
"포천시","남","시군별 세대 및 인구","","","","9531","","","9771","","","9891","","","9976","","","9819","","","9989","","","10064","","","10275","","","10500","","","10212","","","9854","","","9422",
"포천시","여","시군별 세대 및 인구","","","","2721","","","2770","","","2829","","","2822","","","2778","","","2833","","","2950","","","2989","","","3007","","","2884","","","2796","","","2693",
"동두천시","합계","시군별 세대 및 인구","명","100313","100164","100109","100176","100249","100209","100106","100035","99935","99802","99709","99566","99345","99149","98881","98767","98611","98632","98504","98363","98265","98326","98155","98245","98234","98120","97870","97795","97665","97691","97510","97443","97342","97315","97580","97687",
"동두천시","남","시군별 세대 및 인구","","","","50138","","","50300","","","50169","","","49970","","","49656","","","49503","","","49287","","","49337","","","49195","","","49037","","","48874","","","49002",
"동두천시","여","시군별 세대 및 인구","","","","49971","","","49909","","","49766","","","49596","","","49225","","","49129","","","48978","","","48908","","","48675","","","48654","","","48468","","","48685",
"동두천시","세대수","시군별 세대 및 인구","세대","42453","42456","42509","42568","42682","42685","42738","42764","42805","42862","42906","42919","42904","42885","42857","42849","42833","42929","42935","42935","42938","43002","42971","42999","43047","43032","43010","43024","43122","43291","43315","43398","43451","43498","","43874",
"동두천시","계","시군별 세대 및 인구","","97039","96884","96870","96921","96955","96857","96758","96645","96555","96429","96347","96226","95999","95795","95517","95375","95233","95250","95151","95010","94912","94941","94779","94768","94719","94452","94231","94191","94097","94143","93985","93968","93901","93915","94199","94353",
"동두천시","남","시군별 세대 및 인구","","48334","48254","48243","48276","48323","48299","48268","48212","48161","48089","48031","47988","47887","47822","47658","47567","47492","47512","47459","47399","47332","47335","47278","47308","47276","47156","47048","47015","46946","46951","46904","46912","46863","46846","46959","47038",
"동두천시","여","시군별 세대 및 인구","","48705","48630","48627","48645","48632","48558","48490","48433","48394","48340","48316","48238","48112","47973","47859","47808","47741","47738","47692","47611","47580","47606","47501","47460","47443","47296","47183","47176","47151","47192","47081","47056","47038","47069","47240","47315",
"동두천시","계","시군별 세대 및 인구","","3274","3280","3239","3255","3294","3352","3348","3390","3380","3373","3362","3340","3346","3354","3364","3392","3378","3382","3353","3353","3353","3385","3376","3477","3515","3668","3639","3604","3568","3548","3525","3475","3441","3400","3381","3334",
"동두천시","남","시군별 세대 및 인구","","","","1895","","","2001","","","2008","","","1982","","","1998","","","1991","","","1955","","","2029","","","2147","","","2086","","","2011","","","1964",
"동두천시","여","시군별 세대 및 인구","","","","1344","","","1351","","","1372","","","1358","","","1366","","","1391","","","1398","","","1448","","","1492","","","1462","","","1430","","","1370",
"가평군","합계","시군별 세대 및 인구","명","63853","63744","63860","63888","64065","64122","64155","64194","64222","64218","64091","63936","63968","63825","63817","63797","64054","64007","63923","63879","63826","63796","63580","63462","63349","63259","63322","63450","63617","63711","63670","63633","63580","63498","63512","63380",
"가평군","남","시군별 세대 및 인구","","","","32610","","","32758","","","32802","","","32716","","","32709","","","32748","","","32645","","","32493","","","32443","","","32691","","","32636","","","32574",
"가평군","여","시군별 세대 및 인구","","","","31250","","","31364","","","31420","","","31220","","","31108","","","31259","","","31181","","","30969","","","30879","","","31020","","","30944","","","30806",
"가평군","세대수","시군별 세대 및 인구","세대","29820","29827","29917","29948","30031","30084","30177","30219","30253","30278","30305","30359","30450","30515","30539","30556","30662","30701","30697","30697","30703","30735","30711","30768","30779","30805","30881","30951","31118","31295","31336","31380","31396","31388","","31533",
"가평군","계","시군별 세대 및 인구","","62814","62715","62787","62818","63006","63076","63115","63155","63160","63157","63039","62918","62937","62814","62780","62740","62986","62948","62856","62826","62743","62710","62502","62415","62303","62224","62262","62397","62566","62662","62632","62605","62551","62476","62495","62377",
"가평군","남","시군별 세대 및 인구","","32210","32151","32168","32240","32272","32314","32338","32360","32354","32373","32339","32288","32351","32263","32257","32255","32297","32276","32216","32200","32182","32147","32062","32042","31986","31976","31990","32067","32175","32242","32247","32228","32205","32168","32192","32156",
"가평군","여","시군별 세대 및 인구","","30604","30564","30619","30578","30734","30762","30777","30795","30806","30784","30700","30630","30586","30551","30523","30485","30689","30672","30640","30626","30561","30563","30440","30373","30317","30248","30272","30330","30391","30420","30385","30377","30346","30308","30303","30221",
"가평군","계","시군별 세대 및 인구","","1039","1029","1073","1070","1059","1046","1040","1039","1062","1061","1052","1018","1031","1011","1037","1057","1068","1059","1067","1053","1083","1086","1078","1047","1046","1035","1060","1053","1051","1049","1038","1028","1029","1022","1017","1003",
"가평군","남","시군별 세대 및 인구","","","","442","","","444","","","448","","","428","","","452","","","472","","","463","","","451","","","453","","","449","","","431","","","418",
"가평군","여","시군별 세대 및 인구","","","","631","","","602","","","614","","","590","","","585","","","587","","","620","","","596","","","607","","","600","","","598","","","585",
"연천군","합계","시군별 세대 및 인구","명","46262","46101","46042","45972","45924","45949","45834","45815","45749","45691","45702","45606","45509","45291","45202","45156","45103","45035","45028","45018","44957","44915","44956","44839","44766","44650","44587","44660","44709","44641","44577","44535","44568","44521","44464","44433",
"연천군","남","시군별 세대 및 인구","","","","24312","","","24273","","","24124","","","24066","","","23865","","","23784","","","23752","","","23709","","","23624","","","23612","","","23543","","","23455",
"연천군","여","시군별 세대 및 인구","","","","21730","","","21676","","","21625","","","21540","","","21337","","","21251","","","21205","","","21130","","","20963","","","21029","","","21025","","","20978",
"연천군","세대수","시군별 세대 및 인구","세대","21544","21524","21505","21503","21500","21547","21518","21539","21508","21523","21566","21526","21537","21529","21529","21510","21527","21508","21533","21533","21557","21595","21605","21630","21628","21633","21653","21709","21793","21793","21823","21848","21905","21949","","22028",
"연천군","계","시군별 세대 및 인구","","45283","45128","45082","45018","44958","44984","44880","44844","44777","44732","44729","44633","44542","44337","44253","44187","44116","44023","44008","43994","43933","43881","43918","43824","43741","43614","43552","43618","43689","43618","43566","43542","43590","43574","43531","43516",
"연천군","남","시군별 세대 및 인구","","23722","23641","23614","23572","23538","23573","23482","23465","23417","23387","23409","23364","23322","23233","23177","23128","23092","23043","23036","23047","22998","22980","23003","22962","22948","22882","22858","22882","22930","22851","22834","22813","22827","22820","22801","22799",
"연천군","여","시군별 세대 및 인구","","21561","21487","21468","21446","21420","21411","21398","21379","21360","21345","21320","21269","21220","21104","21076","21059","21024","20980","20972","20947","20935","20901","20915","20862","20793","20732","20694","20736","20759","20767","20732","20729","20763","20754","20730","20717",
"연천군","계","시군별 세대 및 인구","","979","973","960","954","966","965","954","971","972","959","973","973","967","954","949","969","987","1012","1020","1024","1024","1034","1038","1015","1025","1036","1035","1042","1020","1023","1011","993","978","947","933","917",
"연천군","남","시군별 세대 및 인구","","","","698","","","700","","","707","","","702","","","688","","","741","","","754","","","747","","","766","","","761","","","716","","","656",
"연천군","여","시군별 세대 및 인구","","","","262","","","265","","","265","","","271","","","261","","","271","","","270","","","268","","","269","","","262","","","262","","","261",
